,Unnamed: 0,compoundName,symmetryGroupNumber,symmetryGroupNameHTML,topologicalClassificationShortDescription,topologicalSubClassificationShortDescription,smCrossingType,topologicalIndices,similarICSD,band_g
14640,14640,AlPtTb,62,<i>Pnma</i>,trivial,LCEBR,None,[],[609159],
14641,14641,AlPtTh,189,<i>P</i>-62<i>m</i>,SM,ESFD,Point,[],[609160],
14642,14642,AlPtTi,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ESFD,Point,[],[163350],
14643,14643,AlPtTm,62,<i>Pnma</i>,trivial,LCEBR,None,[],[609162],
14644,14644,AlPtYb,62,<i>Pnma</i>,SM,ES,Plane,[],[604063],
14645,14645,AlPtZr,189,<i>P</i>-62<i>m</i>,SM,ESFD,Point,[],[609169],
14646,14646,AlPtZr,190,<i>P</i>-62<i>c</i>,SM,ESFD,Point,[],[156266],
14647,14647,AlPt2Zr,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ESFD,Point,[],"[58139, 609167]",
14648,14648,AlRb6Sb3,11,<i>P</i>2<sub>1</sub>/<i>m</i>,trivial,LCEBR,None,[],[300217],
14649,14649,AlRhTh,189,<i>P</i>-62<i>m</i>,TI,SEBR,None,"[{'id': 3, 'name': 'z3mpi', 'htmlName': 'Z<sub>3m&pi;</sub>', 'nbrValues': 3, 'value': 1}, {'id': 10, 'name': 'z3m0', 'htmlName': 'Z<sub>3m0</sub>', 'nbrValues': 3, 'value': 2}]",[609217],
14650,14650,AlSb3Zr5,193,<i>P</i>6<sub>3</sub>/<i>mcm</i>,SM,ES,Line,[],[609294],
14651,14651,AlSc2Si2,127,<i>P</i>4/<i>mbm</i>,SM,ESFD,Point,[],[52653],
14652,14652,AlSe2Tl,140,<i>I</i>4/<i>mcm</i>,trivial,LCEBR,None,[],[100130],
14653,14653,AlSe2Tl,15,<i>C</i>2/<i>c</i>,trivial,LCEBR,None,[],[609323],
14654,14654,AlSiSr,187,<i>P</i>-6<i>m</i>2,SM,ESFD,Point,[],[158842],
14655,14655,AlSiTe3,147,<i>P</i>-3,trivial,LCEBR,None,[],[75001],
14656,14656,AlSiTm,63,<i>Cmcm</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]",[415372],
14657,14657,AlSi2Yb2,127,<i>P</i>4/<i>mbm</i>,SM,ESFD,Point,[],[92455],
14658,14658,AlTiZr2,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],[185119],
14659,14659,AlTmZn,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ES,Line,[],[609569],
14660,14660,Al2AmPd5,139,<i>I</i>4/<i>mmm</i>,SM,ESFD,Point,[],[186834],
14661,14661,Al2As4Sr3,15,<i>C</i>2/<i>c</i>,trivial,LCEBR,None,[],[423787],
14662,14662,Al2Au2Ce,129,<i>P</i>4/<i>nmm</i>,SM,ES,Line,[],[658114],
14663,14663,Al2Au2Dy,129,<i>P</i>4/<i>nmm</i>,TI,NLC,None,"[{'id': 1, 'name': 'z2', 'htmlName': 'Z<sub>2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]",[658121],
14664,14664,Al2Au2Eu,129,<i>P</i>4/<i>nmm</i>,SM,ESFD,Point,[],"[55507, 658118]",
14665,14665,Al2Au2Gd,129,<i>P</i>4/<i>nmm</i>,SM,ES,Line,[],[658119],
14666,14666,Al2Au2La,129,<i>P</i>4/<i>nmm</i>,SM,ESFD,Point,[],[658113],
14667,14667,Al2Au2Nd,129,<i>P</i>4/<i>nmm</i>,SM,ES,Line,[],[658116],
14668,14668,Al2Au2Pr,129,<i>P</i>4/<i>nmm</i>,SM,ESFD,Point,[],[658115],
14669,14669,Al2Au2Sr,129,<i>P</i>4/<i>nmm</i>,TI,NLC,None,"[{'id': 1, 'name': 'z2', 'htmlName': 'Z<sub>2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}]",[658124],
14670,14670,Al2Au2Tb,129,<i>P</i>4/<i>nmm</i>,SM,ESFD,Point,[],[658120],
14671,14671,Al2Au2Th,129,<i>P</i>4/<i>nmm</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}]",[658122],
14672,14672,Al2Au3Eu,62,<i>Pnma</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]",[431121],
14673,14673,Al2Au3Sr,62,<i>Pnma</i>,SM,ES,Plane,[],[429904],
14674,14674,Al2BaCl8,13,<i>P</i>2/<i>c</i>,trivial,LCEBR,None,[],[56735],
14675,14675,Al2BaGe2,139,<i>I</i>4/<i>mmm</i>,trivial,LCEBR,None,[],[98515],
14676,14676,Al2BaGe2,62,<i>Pnma</i>,trivial,LCEBR,None,[],[98514],
14677,14677,Al2BaSi2,139,<i>I</i>4/<i>mmm</i>,SM,ES,Line,[],[153385],
14678,14678,Al2BaSi2,62,<i>Pnma</i>,trivial,LCEBR,None,[],"[249559, 249560, 249561]",
14679,14679,Al2BaSi2,63,<i>Cmcm</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]",[153384],
14680,14680,Al2BaTe4,125,<i>P</i>4/<i>nbm</i>,trivial,LCEBR,None,[],[41165],
14681,14681,Al2Ba3Ge2,71,<i>Immm</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]",[52612],
14682,14682,Al2Ba3Si2,71,<i>Immm</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]",[100128],
14683,14683,Al2Ba3Sn2,71,<i>Immm</i>,TI,SEBR,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]",[9565],
14684,14684,Al2Ba5Ge7,12,<i>C</i>2/<i>m</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]",[417659],
14685,14685,Al2Br8Ti,15,<i>C</i>2/<i>c</i>,trivial,LCEBR,None,[],[40904],
14686,14686,Al2Br8Ti,34,<i>Pnn</i>2,trivial,LCEBR,None,[],[39243],
14687,14687,Al2CaGa2,139,<i>I</i>4/<i>mmm</i>,trivial,LCEBR,None,[],[300209],
14688,14688,Al2CaGe2,164,<i>P</i>-3<i>m</i>1,trivial,LCEBR,None,[],"[409570, 412119, 606320]",
14689,14689,Al2CaSi2,164,<i>P</i>-3<i>m</i>1,trivial,LCEBR,None,[],[20278],
14690,14690,Al2Ca3Ge2,71,<i>Immm</i>,TI,SEBR,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]",[52616],
14691,14691,Al2Ca3Ge3,62,<i>Pnma</i>,trivial,LCEBR,None,[],[31982],
14692,14692,Al2Ca3Si2,71,<i>Immm</i>,TI,SEBR,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]",[100126],
14693,14693,Al2CdCl8,7,<i>Pc</i>,trivial,LCEBR,None,[],[62037],3.7051
14694,14694,Al2CdSe4,227,<i>Fd</i>-3<i>m</i>,trivial,LCEBR,None,[],[606347],1.2611999999999997
14695,14695,Al2CdSe4,82,<i>I</i>-4,trivial,LCEBR,None,[],"[25637, 83527]",1.9965
14696,14696,Al2CdTe4,82,<i>I</i>-4,trivial,LCEBR,None,[],[25640],1.6183999999999998
14697,14697,Al2Cd2Cl8,2,<i>P</i>-1,trivial,LCEBR,None,[],"[59173, 62038]",
14698,14698,Al2CeGa2,139,<i>I</i>4/<i>mmm</i>,SM,ES,Line,[],"[55789, 57576, 606460]",
14699,14699,Al2CeGe2,164,<i>P</i>-3<i>m</i>1,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]","[50976, 604134]",
14700,14700,Al2CePd2,129,<i>P</i>4/<i>nmm</i>,TI,NLC,None,"[{'id': 1, 'name': 'z2', 'htmlName': 'Z<sub>2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]","[191050, 194698, 658138]",
14701,14701,Al2CeZn2,139,<i>I</i>4/<i>mmm</i>,SM,ES,Line,[],"[57594, 606526]",
14702,14702,Al2Ce5Ru3,146,<i>R</i>3,trivial,LCEBR,None,[],[167949],
14703,14703,Al2Cl8Co,15,<i>C</i>2/<i>c</i>,SM,ESFD,Point,[],[22143],
14704,14704,Al2Cl8Eu,13,<i>P</i>2/<i>c</i>,SM,ESFD,Point,[],[56734],
14705,14705,Al2Cl8Mg,15,<i>C</i>2/<i>c</i>,trivial,LCEBR,None,[],[62046],
14706,14706,Al2Cl8Ni,15,<i>C</i>2/<i>c</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]",[417872],
14707,14707,Al2Cl8Pd,14,<i>P</i>2<sub>1</sub>/<i>c</i>,trivial,LCEBR,None,[],[15595],
14708,14708,Al2Cl8Sr,13,<i>P</i>2/<i>c</i>,trivial,LCEBR,None,[],[56732],
14709,14709,Al2Cl8Ti,14,<i>P</i>2<sub>1</sub>/<i>c</i>,trivial,LCEBR,None,[],[35154],
14710,14710,Al2Cl8Ti,15,<i>C</i>2/<i>c</i>,trivial,LCEBR,None,[],[39565],
14711,14711,Al2CoZr6,189,<i>P</i>-62<i>m</i>,SM,ESFD,Point,[],[150575],
14712,14712,Al2Cs6Te6,14,<i>P</i>2<sub>1</sub>/<i>c</i>,trivial,LCEBR,None,[],[300181],
14713,14713,Al2CuIr,67,<i>Cmme</i>,TI,NLC,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}]",[167666],0.0
14714,14714,Al2CuMg,63,<i>Cmcm</i>,SM,ESFD,Point,[],"[57693, 415062]",
14715,14715,Al2Cu9Nd,141,<i>I</i>4<sub>1</sub>/<i>amd</i>,SM,ESFD,Point,[],[607036],
14716,14716,Al2DyNi,63,<i>Cmcm</i>,trivial,LCEBR,None,[],"[57759, 607322]",
14717,14717,Al2DySi2,164,<i>P</i>-3<i>m</i>1,SM,ES,Line,[],[89553],
14718,14718,Al2ErGe2,164,<i>P</i>-3<i>m</i>1,TI,SEBR,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}]",[160311],
14719,14719,Al2ErNi,63,<i>Cmcm</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}]","[57778, 607423]",
14720,14720,Al2Er3Ni6,229,<i>Im</i>-3<i>m</i>,SM,ES,Line,[],"[107804, 607416]",
14721,14721,Al2EuGa2,139,<i>I</i>4/<i>mmm</i>,SM,ESFD,Point,[],[607456],
14722,14722,Al2EuGe,62,<i>Pnma</i>,SM,ES,Plane,[],[261013],
14723,14723,Al2EuGe2,164,<i>P</i>-3<i>m</i>1,SM,ESFD,Point,[],"[411057, 607458]",
14724,14724,Al2EuSe4,66,<i>Cccm</i>,SM,ESFD,Point,[],[607466],
14725,14725,Al2EuSi2,164,<i>P</i>-3<i>m</i>1,SM,ESFD,Point,[],"[67353, 411055, 607469, 607471]",
14726,14726,Al2Eu3Ge4,12,<i>C</i>2/<i>m</i>,SM,ESFD,Point,[],[423344],
14727,14727,Al2FeZr6,189,<i>P</i>-62<i>m</i>,SM,ES,Line,[],[402701],
14728,14728,Al2Fe3Si3,2,<i>P</i>-1,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]",[422342],
14729,14729,Al2Fe3Si3,2,<i>P</i>-1,trivial,LCEBR,None,[],[83664],
14730,14730,Al2Fe3Si4,63,<i>Cmcm</i>,trivial,LCEBR,None,[],[83665],0.0
14731,14731,Al2Ga2La,139,<i>I</i>4/<i>mmm</i>,SM,ESFD,Point,[],[607781],
14732,14732,Al2Ga2Nd,139,<i>I</i>4/<i>mmm</i>,SM,ES,Line,[],[607792],
14733,14733,Al2Ga2Pr,139,<i>I</i>4/<i>mmm</i>,SM,ESFD,Point,[],[607795],
14734,14734,Al2Ga2Yb,139,<i>I</i>4/<i>mmm</i>,SM,ES,Line,[],[607817],
14735,14735,Al2GdNi,63,<i>Cmcm</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]","[57879, 607899]",
14736,14736,Al2GdSi2,164,<i>P</i>-3<i>m</i>1,SM,ES,Line,[],[41180],
14737,14737,Al2GeLa2,63,<i>Cmcm</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]",[423614],
14738,14738,Al2Ge2La,164,<i>P</i>-3<i>m</i>1,SM,ESFD,Point,[],[604133],
14739,14739,Al2Ge2Lu,164,<i>P</i>-3<i>m</i>1,SM,ESFD,Point,[],[412125],
14740,14740,Al2Ge2Nd,164,<i>P</i>-3<i>m</i>1,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]",[412121],
14741,14741,Al2Ge2Sr,164,<i>P</i>-3<i>m</i>1,trivial,LCEBR,None,[],[608014],
14742,14742,Al2Ge2Sr3,71,<i>Immm</i>,TI,SEBR,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]",[52617],
14743,14743,Al2Ge2Tb,164,<i>P</i>-3<i>m</i>1,SM,ESFD,Point,[],[412124],
14744,14744,Al2Ge2Yb,164,<i>P</i>-3<i>m</i>1,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]","[409458, 411056]",
14745,14745,Al2Ge4Sr3,12,<i>C</i>2/<i>m</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]",[417968],
14746,14746,Al2Hf6Pt,189,<i>P</i>-62<i>m</i>,SM,ES,Line,[],[261007],
14747,14747,Al2HgSe4,227,<i>Fd</i>-3<i>m</i>,trivial,LCEBR,None,[],[608163],0.4018999999999999
14748,14748,Al2HgSe4,82,<i>I</i>-4,trivial,LCEBR,None,[],"[25638, 33827]",1.43
14749,14749,Al2HgTe4,82,<i>I</i>-4,trivial,LCEBR,None,[],[25641],1.1070000000000002
14750,14750,Al2HoNi,63,<i>Cmcm</i>,SM,ESFD,Point,[],"[57919, 608204]",
14751,14751,Al2I12Sb2,12,<i>C</i>2/<i>m</i>,trivial,LCEBR,None,[],[38253],
14752,14752,Al2IrLi,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],[105155],
14753,14753,Al2LaPd2,129,<i>P</i>4/<i>nmm</i>,SM,ESFD,Point,[],[191054],
14754,14754,Al2LaZn2,139,<i>I</i>4/<i>mmm</i>,SM,ESFD,Point,[],[105503],
14755,14755,Al2LiPd,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],[105505],
14756,14756,Al2LiPt,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],[105507],
14757,14757,Al2LiRh,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],[105509],
14758,14758,Al2LuNi,63,<i>Cmcm</i>,SM,ESFD,Point,[],[608387],
14759,14759,Al2MgSe4,160,<i>R</i>3<i>m</i>,trivial,LCEBR,None,[],[41926],
14760,14760,Al2MgSe4,166,<i>R</i>-3<i>m</i>,trivial,LCEBR,None,[],[83363],
14761,14761,Al2MgSi2,164,<i>P</i>-3<i>m</i>1,trivial,LCEBR,None,[],[156100],
14762,14762,Al2Mg2Se5,164,<i>P</i>-3<i>m</i>1,trivial,LCEBR,None,[],[41928],
14763,14763,Al2MnTe4,121,<i>I</i>-42<i>m</i>,SM,ESFD,Point,[],[608538],
14764,14764,Al2Na6Se6,14,<i>P</i>2<sub>1</sub>/<i>c</i>,trivial,LCEBR,None,[],[300166],
14765,14765,Al2Na6Te6,14,<i>P</i>2<sub>1</sub>/<i>c</i>,trivial,LCEBR,None,[],[300163],
14766,14766,Al2Na7Sb5,11,<i>P</i>2<sub>1</sub>/<i>m</i>,trivial,LCEBR,None,[],[48168],
14767,14767,Al2NiSc,63,<i>Cmcm</i>,SM,ESFD,Point,[],[370012],
14768,14768,Al2NiTb,63,<i>Cmcm</i>,SM,ESFD,Point,[],"[58059, 608885]",
14769,14769,Al2NiYb,63,<i>Cmcm</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}]",[370014],
14770,14770,Al2Ni6Tb3,229,<i>Im</i>-3<i>m</i>,SM,ESFD,Point,[],[608878],
14771,14771,Al2NpPd5,139,<i>I</i>4/<i>mmm</i>,SM,ESFD,Point,[],"[161314, 168817]",
14772,14772,Al2O11Si4,2,<i>P</i>-1,trivial,LCEBR,None,[],[30119],
14773,14773,Al2Pb2Sr,139,<i>I</i>4/<i>mmm</i>,SM,ES,Line,[],[25336],
14774,14774,Al2PdYb,63,<i>Cmcm</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}]",[658148],
14775,14775,Al2Pd5Pu,139,<i>I</i>4/<i>mmm</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}, {'id': 13, 'name': 'z8', 'htmlName': 'Z<sub>8</sub>', 'nbrValues': 8, 'value': 6}]",[166270],
14776,14776,Al2PrSi2,164,<i>P</i>-3<i>m</i>1,SM,ESFD,Point,[],[152800],
14777,14777,Al2PrZn2,139,<i>I</i>4/<i>mmm</i>,SM,ESFD,Point,[],[106244],
14778,14778,Al2Pt3Sr,191,<i>P</i>6/<i>mmm</i>,SM,ES,Line,[],[431334],
14779,14779,Al2Pt4Ti9,136,<i>P</i>4<sub>2</sub>/<i>mnm</i>,SM,ES,Line,[],[193108],
14780,14780,Al2Se4Sr,66,<i>Cccm</i>,trivial,LCEBR,None,[],"[49732, 609319]",
14781,14781,Al2Se4Zn,227,<i>Fd</i>-3<i>m</i>,trivial,LCEBR,None,[],[609325],
14782,14782,Al2Se4Zn,82,<i>I</i>-4,trivial,LCEBR,None,[],[25636],
14783,14783,Al2Si2Sr,139,<i>I</i>4/<i>mmm</i>,SM,ES,Line,[],[257127],
14784,14784,Al2Si2Sr,164,<i>P</i>-3<i>m</i>1,trivial,LCEBR,None,[],"[419886, 609338]",
14785,14785,Al2Si2Sr3,71,<i>Immm</i>,TI,SEBR,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]",[100127],
14786,14786,Al2Si2Yb,164,<i>P</i>-3<i>m</i>1,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]",[411054],
14787,14787,Al2Sn2Sr3,71,<i>Immm</i>,TI,SEBR,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]",[9564],
14788,14788,Al2Te4Zn,82,<i>I</i>-4,trivial,LCEBR,None,[],[25639],
14789,14789,Al23Ni6Y4,12,<i>C</i>2/<i>m</i>,SM,ESFD,Point,[],[160940],
14790,14790,Al3AuCe,107,<i>I</i>4<i>mm</i>,trivial,LCEBR,None,[],"[191716, 253183, 658144]",
14791,14791,Al3AuLa,107,<i>I</i>4<i>mm</i>,SM,ESFD,Point,[],"[191722, 253184]",
14792,14792,Al3Au6Eu2,167,<i>R</i>-3<i>c</i>,SM,ESFD,Point,[],[427021],
14793,14793,Al3B6Co20,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],[43833],
14794,14794,Al3B6Ni20,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],[606120],
14795,14795,Al3CeCu,107,<i>I</i>4<i>mm</i>,trivial,LCEBR,None,[],"[190993, 191711]",
14796,14796,Al3CeNi2,191,<i>P</i>6/<i>mmm</i>,SM,ESFD,Point,[],[602476],
14797,14797,Al3CePd2,191,<i>P</i>6/<i>mmm</i>,SM,ESFD,Point,[],"[104633, 603042, 603064, 657426, 658995]",
14798,14798,Al3CePt2,191,<i>P</i>6/<i>mmm</i>,SM,ESFD,Point,[],[104636],
14799,14799,Al3Ce2Ge4,64,<i>Cmce</i>,SM,ESFD,Point,[],"[50977, 606466]",
14800,14800,Al3CoLu2,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}, {'id': 7, 'name': 'z6m0', 'htmlName': 'Z<sub>6m0</sub>', 'nbrValues': 6, 'value': 3}, {'id': 11, 'name': 'z12prime', 'htmlName': ""Z<sub>12</sub>'"", 'nbrValues': 12, 'value': 9}]",[57617],
14801,14801,Al3CuGd,107,<i>I</i>4<i>mm</i>,SM,ES,Line,[],[658383],
14802,14802,Al3CuLa,107,<i>I</i>4<i>mm</i>,SM,ESFD,Point,[],[191717],
14803,14803,Al3CuNd,107,<i>I</i>4<i>mm</i>,SM,ES,Line,[],[290391],
14804,14804,Al3CuPr,107,<i>I</i>4<i>mm</i>,SM,ESFD,Point,[],[290390],
14805,14805,Al3Cu2Gd,191,<i>P</i>6/<i>mmm</i>,SM,ESFD,Point,[],[57681],
14806,14806,Al3Dy2Ge4,64,<i>Cmce</i>,SM,ESFD,Point,[],[607305],
14807,14807,Al3Dy2Si2,12,<i>C</i>2/<i>m</i>,SM,ESFD,Point,[],"[92449, 415149]",
14808,14808,Al3ErNi2,191,<i>P</i>6/<i>mmm</i>,SM,ESFD,Point,[],[55529],
14809,14809,Al3Er2Ge4,64,<i>Cmce</i>,SM,ESFD,Point,[],[607406],
14810,14810,Al3Er2Si2,12,<i>C</i>2/<i>m</i>,SM,ESFD,Point,[],[415148],
14811,14811,Al3GdPd2,191,<i>P</i>6/<i>mmm</i>,SM,ESFD,Point,[],[105145],
14812,14812,Al3Gd2Ge4,64,<i>Cmce</i>,SM,ESFD,Point,[],[607867],
14813,14813,Al3Ge4La2,64,<i>Cmce</i>,SM,ESFD,Point,[],[76359],
14814,14814,Al3Ge4Nd2,64,<i>Cmce</i>,SM,ESFD,Point,[],[607997],
14815,14815,Al3Ge4Pr2,64,<i>Cmce</i>,SM,ESFD,Point,[],[608006],
