,Unnamed: 0,compoundName,symmetryGroupNumber,symmetryGroupNameHTML,topologicalClassificationShortDescription,topologicalSubClassificationShortDescription,smCrossingType,topologicalIndices,similarICSD,band_g
14448,14448,Ag4EuSb2,166,<i>R</i>-3<i>m</i>,SM,ESFD,Point,[],[424312],
14449,14449,Ag4Gd3Sn4,71,<i>Immm</i>,TI,SEBR,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]","[157372, 163988]",
14450,14450,Ag4Sb2Sr,166,<i>R</i>-3<i>m</i>,TI,SEBR,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]",[424311],
14451,14451,Ag5RbSe3,125,<i>P</i>4/<i>nbm</i>,SM,ES,Line,[],[50738],
14452,14452,Ag8Ca19N7,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],"[410770, 410819]",
14453,14453,Ag8Pr6Sn8,71,<i>Immm</i>,SM,ESFD,Point,[],[55827],
14454,14454,AlAs2Na3,72,<i>Ibam</i>,trivial,LCEBR,None,[],[63149],
14455,14455,AlAuBa,198,<i>P</i>2<sub>1</sub>3,SM,ESFD,Point,[],[432121],
14456,14456,AlAuCa,62,<i>Pnma</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]",[370015],
14457,14457,AlAuCe,62,<i>Pnma</i>,trivial,LCEBR,None,[],"[602634, 658143]",
14458,14458,AlAuEr,62,<i>Pnma</i>,trivial,LCEBR,None,[],[602607],
14459,14459,AlAuGd,62,<i>Pnma</i>,trivial,LCEBR,None,[],[602627],
14460,14460,AlAuHo,62,<i>Pnma</i>,SM,ES,Plane,[],[602606],
14461,14461,AlAuLa,62,<i>Pnma</i>,SM,ES,Plane,[],[602633],
14462,14462,AlAuLu,189,<i>P</i>-62<i>m</i>,SM,ESFD,Point,[],[602602],
14463,14463,AlAuNd,62,<i>Pnma</i>,trivial,LCEBR,None,[],[602636],
14464,14464,AlAuPr,62,<i>Pnma</i>,SM,ES,Plane,[],[602635],
14465,14465,AlAuSc,190,<i>P</i>-62<i>c</i>,SM,ESFD,Point,[],[430622],
14466,14466,AlAuTb,62,<i>Pnma</i>,SM,ES,Plane,[],[602604],
14467,14467,AlAuTi,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ES,Line,[],[57506],
14468,14468,AlAuTm,62,<i>Pnma</i>,SM,ES,Plane,[],[602608],
14469,14469,AlAuYb,62,<i>Pnma</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]","[370027, 658146]",
14470,14470,AlAu2Hf,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],[57503],
14471,14471,AlAu2Mn,225,<i>Fm</i>-3<i>m</i>,TI,SEBR,None,"[{'id': 1, 'name': 'z2', 'htmlName': 'Z<sub>2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}, {'id': 13, 'name': 'z8', 'htmlName': 'Z<sub>8</sub>', 'nbrValues': 8, 'value': 5}]","[57504, 606047, 606048]",
14472,14472,AlAu2Sc,225,<i>Fm</i>-3<i>m</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}, {'id': 13, 'name': 'z8', 'htmlName': 'Z<sub>8</sub>', 'nbrValues': 8, 'value': 6}]",[57505],
14473,14473,AlAu2Ti,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],[57507],
14474,14474,AlB14Er,74,<i>Imma</i>,SM,ESFD,Point,[],"[602386, 606084]",
14475,14475,AlB14Ho,74,<i>Imma</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]",[656218],
14476,14476,AlB14Li,74,<i>Imma</i>,trivial,LCEBR,None,[],[35336],
14477,14477,AlB14Lu,74,<i>Imma</i>,TI,NLC,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]","[606104, 656221]",
14478,14478,AlB14Tb,74,<i>Imma</i>,TI,NLC,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]","[606129, 656216]",
14479,14479,AlB14Yb,74,<i>Imma</i>,SM,ESFD,Point,[],"[606134, 656220]",
14480,14480,AlBaGe,187,<i>P</i>-6<i>m</i>2,SM,ESFD,Point,[],"[166380, 417662]",
14481,14481,AlBr4Cs,62,<i>Pnma</i>,trivial,LCEBR,None,[],[83435],
14482,14482,AlBr4Tl,13,<i>P</i>2/<i>c</i>,trivial,LCEBR,None,[],[419829],
14483,14483,AlBr7Se,7,<i>Pc</i>,trivial,LCEBR,None,[],[401396],
14484,14484,AlBr8Nb,63,<i>Cmcm</i>,trivial,LCEBR,None,[],[430984],
14485,14485,AlCaPt,62,<i>Pnma</i>,SM,ES,Plane,[],"[261896, 603309]",
14486,14486,AlCa2Pd2,15,<i>C</i>2/<i>c</i>,SM,ESFD,Point,[],[428673],
14487,14487,AlCa2Pt2,15,<i>C</i>2/<i>c</i>,SM,ESFD,Point,[],[428674],
14488,14488,AlCeCo,12,<i>C</i>2/<i>m</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]",[20632],
14489,14489,AlCeCu,189,<i>P</i>-62<i>m</i>,TI,SEBR,None,"[{'id': 10, 'name': 'z3m0', 'htmlName': 'Z<sub>3m0</sub>', 'nbrValues': 3, 'value': 1}]",[606422],
14490,14490,AlCeIr,62,<i>Pnma</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]",[261891],
14491,14491,AlCeNi,189,<i>P</i>-62<i>m</i>,SM,ESFD,Point,[],"[57583, 606488, 606495]",
14492,14492,AlCePd,189,<i>P</i>-62<i>m</i>,SM,ESFD,Point,[],"[104632, 156904, 603264, 658136]",
14493,14493,AlCePd2,62,<i>Pnma</i>,SM,ES,Plane,[],[604242],
14494,14494,AlCePt,62,<i>Pnma</i>,SM,ES,Plane,[],"[104635, 150172, 658139]",
14495,14495,AlCeRh,62,<i>Pnma</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}]","[55623, 160052]",
14496,14496,AlCeRu,62,<i>Pnma</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]",[160051],
14497,14497,AlCeSi2,164,<i>P</i>-3<i>m</i>1,SM,ES,Line,[],[82674],
14498,14498,AlCl4Cs,62,<i>Pnma</i>,trivial,LCEBR,None,[],[8118],
14499,14499,AlCl4Cu,112,<i>P</i>-42<i>c</i>,trivial,LCEBR,None,[],[35050],
14500,14500,AlCl4Cu,33,<i>Pna</i>2<sub>1</sub>,trivial,LCEBR,None,[],[165607],
14501,14501,AlCl4Ga,14,<i>P</i>2<sub>1</sub>/<i>c</i>,trivial,LCEBR,None,[],[62232],
14502,14502,AlCl4In,62,<i>Pnma</i>,trivial,LCEBR,None,[],[170790],
14503,14503,AlCl4Li,14,<i>P</i>2<sub>1</sub>/<i>c</i>,trivial,LCEBR,None,[],"[1040, 35275, 35276, 35277]",
14504,14504,AlCl4Tl,62,<i>Pnma</i>,trivial,LCEBR,None,[],[419828],
14505,14505,AlCl7Se,1,<i>P</i>1,trivial,LCEBR,None,[],[9064],
14506,14506,AlCl8Nb,63,<i>Cmcm</i>,trivial,LCEBR,None,[],[62029],
14507,14507,AlCoMn2,216,<i>F</i>-43<i>m</i>,SM,ESFD,Point,[],[160703],
14508,14508,AlCoPu,189,<i>P</i>-62<i>m</i>,SM,ES,Line,[],[606646],
14509,14509,AlCoTh,189,<i>P</i>-62<i>m</i>,trivial,LCEBR,None,[],[606677],
14510,14510,AlCo2Cr,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],"[57600, 291940]",
14511,14511,AlCo2Fe,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],[57607],
14512,14512,AlCo2Hf,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],"[57611, 110809, 606590]",
14513,14513,AlCo2Mn,225,<i>Fm</i>-3<i>m</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}, {'id': 13, 'name': 'z8', 'htmlName': 'Z<sub>8</sub>', 'nbrValues': 8, 'value': 6}]","[57618, 606611, 606614]",
14514,14514,AlCo2Nb,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],"[57620, 606622]",
14515,14515,AlCo2Nd2,71,<i>Immm</i>,SM,ESFD,Point,[],[107401],
14516,14516,AlCo2Pr2,15,<i>C</i>2/<i>c</i>,SM,ESFD,Point,[],[412545],
14517,14517,AlCo2Pr2,71,<i>Immm</i>,SM,ESFD,Point,[],[412544],
14518,14518,AlCo2Si2,164,<i>P</i>-3<i>m</i>1,SM,ESFD,Point,[],[43353],
14519,14519,AlCo2Ta,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],[606667],
14520,14520,AlCo2Tb2,71,<i>Immm</i>,SM,ESFD,Point,[],[107403],
14521,14521,AlCo2Ti,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],"[606679, 606680, 606682, 606685]",
14522,14522,AlCo2Zr,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],"[57648, 606733, 606737, 606738]",
14523,14523,AlCrCu2,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],[57653],0.0
14524,14524,AlCrFe2,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],"[57654, 184446]",0.0
14525,14525,AlCrNi2,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],[57662],0.0
14526,14526,AlCsTe3,14,<i>P</i>2<sub>1</sub>/<i>c</i>,trivial,LCEBR,None,[],[300180],
14527,14527,AlCs6Sb3,11,<i>P</i>2<sub>1</sub>/<i>m</i>,trivial,LCEBR,None,[],[300128],
14528,14528,AlCuDy,189,<i>P</i>-62<i>m</i>,SM,ES,Line,[],[606896],
14529,14529,AlCuEr,189,<i>P</i>-62<i>m</i>,SM,ES,Line,[],"[184971, 606912, 606923]",
14530,14530,AlCuGd,189,<i>P</i>-62<i>m</i>,TI,SEBR,None,"[{'id': 10, 'name': 'z3m0', 'htmlName': 'Z<sub>3m0</sub>', 'nbrValues': 3, 'value': 1}]","[602087, 606933]",
14531,14531,AlCuSe2,122,<i>I</i>-42<i>d</i>,trivial,LCEBR,None,[],"[28734, 600586, 603516, 603539, 603784, 607094, 607096, 607098, 658919]",0.8959999999999999
14532,14532,AlCuTe2,122,<i>I</i>-42<i>d</i>,trivial,LCEBR,None,[],"[28735, 607139]",1.0238000000000005
14533,14533,AlCuYb,189,<i>P</i>-62<i>m</i>,TI,SEBR,None,"[{'id': 3, 'name': 'z3mpi', 'htmlName': 'Z<sub>3m&pi;</sub>', 'nbrValues': 3, 'value': 1}]","[604214, 607190, 607198]",
14534,14534,AlCu2Hf,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],[57682],
14535,14535,AlCu2Mn,225,<i>Fm</i>-3<i>m</i>,TI,SEBR,None,"[{'id': 1, 'name': 'z2', 'htmlName': 'Z<sub>2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}, {'id': 13, 'name': 'z8', 'htmlName': 'Z<sub>8</sub>', 'nbrValues': 8, 'value': 5}]","[57695, 151203, 159135, 607008, 607009, 607010, 607011, 607012, 607014, 607016, 607017]",
14536,14536,AlCu2Re2,127,<i>P</i>4/<i>mbm</i>,SM,ESFD,Point,[],[57706],
14537,14537,AlCu2Sc,225,<i>Fm</i>-3<i>m</i>,SM,ES,Line,[],[57709],
14538,14538,AlCu2Ti,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],"[57719, 656061]",
14539,14539,AlCu2Zr,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],"[57732, 607205, 656062]",
14540,14540,AlDyGe,63,<i>Cmcm</i>,SM,ESFD,Point,[],[607304],
14541,14541,AlDyZn,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ESFD,Point,[],[607343],
14542,14542,AlDy2Ni2,71,<i>Immm</i>,SM,ESFD,Point,[],[607323],
14543,14543,AlDy3Ni8,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ESFD,Point,[],[607316],
14544,14544,AlErGe,63,<i>Cmcm</i>,SM,ESFD,Point,[],[607405],
14545,14545,AlErNi,189,<i>P</i>-62<i>m</i>,SM,ESFD,Point,[],"[607418, 607431]",
14546,14546,AlErPd,62,<i>Pnma</i>,SM,ES,Plane,[],[607432],
14547,14547,AlEr2Si2,71,<i>Immm</i>,SM,ESFD,Point,[],[92452],
14548,14548,AlEr3Ni8,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ESFD,Point,[],[607417],
14549,14549,AlFe2Mn,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],[57806],
14550,14550,AlFe2Mo,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],[57807],0.0
14551,14551,AlFe2Ni,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],[57808],0.0
14552,14552,AlFe2Ti,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],[57827],
14553,14553,AlGaYb,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ES,Line,[],[607814],
14554,14554,AlGdGe,63,<i>Cmcm</i>,SM,ESFD,Point,[],[607864],
14555,14555,AlGdNi,189,<i>P</i>-62<i>m</i>,SM,ESFD,Point,[],[607908],
14556,14556,AlGdPd,189,<i>P</i>-62<i>m</i>,SM,ESFD,Point,[],"[240059, 240060, 240061, 240062]",
14557,14557,AlGdPt,62,<i>Pnma</i>,SM,ES,Plane,[],[607917],
14558,14558,AlGdZn,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ESFD,Point,[],[607941],
14559,14559,AlGd2Ge2,15,<i>C</i>2/<i>c</i>,SM,ESFD,Point,[],[95801],
14560,14560,AlGd2Ni2,71,<i>Immm</i>,SM,ESFD,Point,[],[607901],
14561,14561,AlGd3Ni8,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ESFD,Point,[],[607894],
14562,14562,AlGeHo,63,<i>Cmcm</i>,trivial,LCEBR,None,[],[607952],
14563,14563,AlGeLa,109,<i>I</i>4<sub>1</sub><i>md</i>,trivial,LCEBR,None,[],[105149],
14564,14564,AlGeLi,216,<i>F</i>-43<i>m</i>,trivial,LCEBR,None,[],"[152087, 170035, 196727]",
14565,14565,AlGeLu,63,<i>Cmcm</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]",[607970],
14566,14566,AlGeMn,129,<i>P</i>4/<i>nmm</i>,TI,SEBR,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}]","[42750, 607972, 607974, 657172]",
14567,14567,AlGeNa,129,<i>P</i>4/<i>nmm</i>,trivial,LCEBR,None,[],[10147],
14568,14568,AlGePr,109,<i>I</i>4<sub>1</sub><i>md</i>,trivial,LCEBR,None,[],[90160],
14569,14569,AlGeSc,63,<i>Cmcm</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]",[608009],
14570,14570,AlGeSr,187,<i>P</i>-6<i>m</i>2,SM,ESFD,Point,[],[166379],
14571,14571,AlGeTb,63,<i>Cmcm</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]",[608017],
14572,14572,AlHfNi,189,<i>P</i>-62<i>m</i>,SM,ESFD,Point,[],[608130],
14573,14573,AlHfNi2,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],"[57901, 608123]",
14574,14574,AlHfPd2,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],[57906],
14575,14575,AlHfPt,189,<i>P</i>-62<i>m</i>,SM,ESFD,Point,[],[608141],
14576,14576,AlHfPt,190,<i>P</i>-62<i>c</i>,SM,ESFD,Point,[],"[156267, 261008]",
14577,14577,AlHfPt2,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ESFD,Point,[],[608138],
14578,14578,AlHoNi,189,<i>P</i>-62<i>m</i>,SM,ES,Line,[],"[57917, 107223, 107244, 608199]",
14579,14579,AlHoPd,62,<i>Pnma</i>,trivial,LCEBR,None,[],[608213],
14580,14580,AlHoPt,62,<i>Pnma</i>,trivial,LCEBR,None,[],[608215],
14581,14581,AlHo2Ni2,71,<i>Immm</i>,SM,ESFD,Point,[],[608205],
14582,14582,AlHo2Si2,71,<i>Immm</i>,SM,ESFD,Point,[],[92451],
14583,14583,AlHo3Ni8,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ES,Line,[],[608198],
14584,14584,AlIrTh,189,<i>P</i>-62<i>m</i>,TI,SEBR,None,"[{'id': 3, 'name': 'z3mpi', 'htmlName': 'Z<sub>3m&pi;</sub>', 'nbrValues': 3, 'value': 1}, {'id': 10, 'name': 'z3m0', 'htmlName': 'Z<sub>3m0</sub>', 'nbrValues': 3, 'value': 2}]",[608247],
14585,14585,AlLaPt,62,<i>Pnma</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]",[603295],
14586,14586,AlLaSi2,164,<i>P</i>-3<i>m</i>1,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}]",[94502],
14587,14587,AlLiSe2,33,<i>Pna</i>2<sub>1</sub>,trivial,LCEBR,None,[],[280225],
14588,14588,AlLiSi,216,<i>F</i>-43<i>m</i>,trivial,LCEBR,None,[],"[52630, 152086, 196726, 413257, 413258]",
14589,14589,AlLiTe2,122,<i>I</i>-42<i>d</i>,trivial,LCEBR,None,[],[280226],
14590,14590,AlLi2Pd,216,<i>F</i>-43<i>m</i>,SM,ESFD,Point,[],[105504],
14591,14591,AlLi2Pt,216,<i>F</i>-43<i>m</i>,SM,ESFD,Point,[],[105506],
14592,14592,AlLi2Rh,216,<i>F</i>-43<i>m</i>,TI,NLC,None,"[{'id': 1, 'name': 'z2', 'htmlName': 'Z<sub>2</sub>', 'nbrValues': 2, 'value': 1}]",[105508],
14593,14593,AlLuNi,189,<i>P</i>-62<i>m</i>,SM,ES,Line,[],"[608382, 608393]",
14594,14594,AlLuPt,62,<i>Pnma</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]",[608394],
14595,14595,AlLuSi,63,<i>Cmcm</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]",[415373],
14596,14596,AlLu2Ni2,71,<i>Immm</i>,SM,ESFD,Point,[],[608388],
14597,14597,AlLu2Si2,71,<i>Immm</i>,SM,ESFD,Point,[],[92454],
14598,14598,AlLu3Ni8,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ES,Line,[],"[608381, 657458]",
14599,14599,AlMg3Pt2,227,<i>Fd</i>-3<i>m</i>,SM,ES,Line,[],[105510],
14600,14600,AlMnNi2,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],"[57976, 608487, 608488]",
14601,14601,AlMnPd2,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],[57981],
14602,14602,AlMnPt,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ES,Line,[],[57984],
14603,14603,AlMnPt2,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],[57985],
14604,14604,AlMnRh2,225,<i>Fm</i>-3<i>m</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}, {'id': 13, 'name': 'z8', 'htmlName': 'Z<sub>8</sub>', 'nbrValues': 8, 'value': 2}]",[57986],
14605,14605,AlNaSe2,140,<i>I</i>4/<i>mcm</i>,trivial,LCEBR,None,[],[44704],
14606,14606,AlNaSe2,15,<i>C</i>2/<i>c</i>,trivial,LCEBR,None,[],[300173],
14607,14607,AlNaSi,129,<i>P</i>4/<i>nmm</i>,trivial,LCEBR,None,[],"[10146, 238553]",
14608,14608,AlNaTe2,140,<i>I</i>4/<i>mcm</i>,trivial,LCEBR,None,[],[44701],
14609,14609,AlNbNi2,225,<i>Fm</i>-3<i>m</i>,SM,ES,Line,[],"[58016, 608693, 608699, 608701]",
14610,14610,AlNbRu2,225,<i>Fm</i>-3<i>m</i>,SM,ES,Line,[],[105524],
14611,14611,AlNdNi,189,<i>P</i>-62<i>m</i>,SM,ESFD,Point,[],[608772],
14612,14612,AlNdPd,189,<i>P</i>-62<i>m</i>,SM,ESFD,Point,[],[603266],
14613,14613,AlNd2Ni2,71,<i>Immm</i>,SM,ESFD,Point,[],[608769],
14614,14614,AlNiPr,189,<i>P</i>-62<i>m</i>,TI,SEBR,None,"[{'id': 10, 'name': 'z3m0', 'htmlName': 'Z<sub>3m0</sub>', 'nbrValues': 3, 'value': 1}]",[608831],
14615,14615,AlNiPu,189,<i>P</i>-62<i>m</i>,SM,ESFD,Point,[],[608834],
14616,14616,AlNiTb,189,<i>P</i>-62<i>m</i>,TI,SEBR,None,"[{'id': 10, 'name': 'z3m0', 'htmlName': 'Z<sub>3m0</sub>', 'nbrValues': 3, 'value': 1}]",[608880],
14617,14617,AlNiTh,189,<i>P</i>-62<i>m</i>,SM,ESFD,Point,[],[608897],
14618,14618,AlNiTm,189,<i>P</i>-62<i>m</i>,SM,ES,Line,[],"[608913, 608926]",
14619,14619,AlNiYb,189,<i>P</i>-62<i>m</i>,SM,ESFD,Point,[],[608960],
14620,14620,AlNiZr,189,<i>P</i>-62<i>m</i>,SM,ESFD,Point,[],"[58080, 106999, 152131, 410399, 608967, 608978]",
14621,14621,AlNi2Pr2,71,<i>Immm</i>,SM,ESFD,Point,[],[608823],
14622,14622,AlNi2Sc,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],[58050],
14623,14623,AlNi2Ta,225,<i>Fm</i>-3<i>m</i>,SM,ES,Line,[],"[58055, 608870]",
14624,14624,AlNi2Tb2,71,<i>Immm</i>,SM,ESFD,Point,[],[608886],
14625,14625,AlNi2Tm2,71,<i>Immm</i>,SM,ESFD,Point,[],[608919],
14626,14626,AlNi2Zr,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],"[58081, 608968, 608973, 608975]",
14627,14627,AlNi8Pr3,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ES,Line,[],[608818],
14628,14628,AlPb3Zr5,193,<i>P</i>6<sub>3</sub>/<i>mcm</i>,SM,ESFD,Point,[],[604194],
14629,14629,AlPdPr,189,<i>P</i>-62<i>m</i>,TI,SEBR,None,"[{'id': 10, 'name': 'z3m0', 'htmlName': 'Z<sub>3m0</sub>', 'nbrValues': 3, 'value': 2}]",[603265],
14630,14630,AlPdTb,189,<i>P</i>-62<i>m</i>,TI,SEBR,None,"[{'id': 10, 'name': 'z3m0', 'htmlName': 'Z<sub>3m0</sub>', 'nbrValues': 3, 'value': 1}]","[54936, 160951, 160952]",
14631,14631,AlPdTh,189,<i>P</i>-62<i>m</i>,SM,ESFD,Point,[],[609060],
14632,14632,AlPdTm,62,<i>Pnma</i>,trivial,LCEBR,None,[],[609062],
14633,14633,AlPdYb,62,<i>Pnma</i>,SM,ES,Plane,[],[658147],
14634,14634,AlPd2Sc,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],[58120],
14635,14635,AlPd2Sr2,43,<i>Fdd</i>2,SM,ESFD,Point,[],[431333],
14636,14636,AlPd2Zr,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],[58122],
14637,14637,AlPrPt,62,<i>Pnma</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}]",[150173],
14638,14638,AlPrSi2,164,<i>P</i>-3<i>m</i>1,trivial,LCEBR,None,[],[152802],
14639,14639,AlPtSc,62,<i>Pnma</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]",[430624],
