compoundName,symmetryGroupNumber,symmetryGroupNameHTML,topologicalClassificationShortDescription,topologicalSubClassificationShortDescription,smCrossingType,topologicalIndices,similarICSD
Ga4 Gd1 Ni1,63,<i>Cmcm</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]","[423067, 634236]"
Ga4 Ge2 Yb1,108,<i>I</i>4<i>cm</i>,trivial,LCEBR,None,[],[423996]
Ga4 Ho1 Ni1,63,<i>Cmcm</i>,SM,ESFD,Point,[],"[103753, 423079]"
Ga4 Ho1 Ti2,139,<i>I</i>4/<i>mmm</i>,SM,ESFD,Point,[],[634403]
Ga4 Ir4 Sr3,217,<i>I</i>-43<i>m</i>,SM,ESFD,Point,[],[429512]
Ga4 Lu1 Ni1,63,<i>Cmcm</i>,SM,ESFD,Point,[],[634583]
Ga4 Lu1 Ti2,139,<i>I</i>4/<i>mmm</i>,SM,ESFD,Point,[],[634592]
Ga4 Mn4 Ni8,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],[155336]
Ga4 Nd1 Ni1,63,<i>Cmcm</i>,TI,SEBR,None,"[{'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]",[634831]
Ga4 Ni1 Tb1,63,<i>Cmcm</i>,SM,ESFD,Point,[],"[423068, 634948]"
Ga4 Ni1 Tm1,63,<i>Cmcm</i>,SM,ESFD,Point,[],"[423069, 634970]"
Ga4 Ni1 Yb1,63,<i>Cmcm</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}]","[154676, 423070, 634996]"
Ga4 Ni3 Sr3,160,<i>R</i>3<i>m</i>,trivial,LCEBR,None,[],[430752]
Ga4 Pd7 Zn3,146,<i>R</i>3,trivial,LCEBR,None,[],[103911]
Ga4 Tb1 Ti2,139,<i>I</i>4/<i>mmm</i>,SM,ESFD,Point,[],[635504]
Ga4 Ti2 Tm1,139,<i>I</i>4/<i>mmm</i>,SM,ESFD,Point,[],[635564]
Ga4 Ti2 Zr1,139,<i>I</i>4/<i>mmm</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}, {'id': 13, 'name': 'z8', 'htmlName': 'Z<sub>8</sub>', 'nbrValues': 8, 'value': 6}]",[635567]
Ga5 Hf1 Ni1,123,<i>P</i>4/<i>mmm</i>,SM,ESFD,Point,[],[634319]
Ga5 Lu3 Ni1,189,<i>P</i>-62<i>m</i>,TI,SEBR,None,"[{'id': 10, 'name': 'z3m0', 'htmlName': 'Z<sub>3m0</sub>', 'nbrValues': 3, 'value': 1}]",[634575]
Ga6 Gd2 Mn1,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],[103721]
Ga6 Hf3 Mn2,59,<i>Pmmn</i>,trivial,LCEBR,None,[],[103732]
Ga6 La1 Pd1,123,<i>P</i>4/<i>mmm</i>,SM,ESFD,Point,[],[240162]
Ga6 Mn2 Zr3,59,<i>Pmmn</i>,trivial,LCEBR,None,[],[600973]
Ga8 Ho3 Ir3,71,<i>Immm</i>,TI,SEBR,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]",[634379]
Ga8 Ho3 Rh3,71,<i>Immm</i>,TI,SEBR,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]",[634400]
Ga8 Ir3 Lu3,71,<i>Immm</i>,trivial,LCEBR,None,[],[634445]
Ga8 Lu3 Rh3,71,<i>Immm</i>,TI,SEBR,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]",[634591]
Ga8 Rh3 Tb3,71,<i>Immm</i>,TI,SEBR,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]",[635213]
Ga8 Rh3 Tm3,71,<i>Immm</i>,TI,SEBR,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]",[635217]
Ga9 Lu3 Pd2,71,<i>Immm</i>,TI,SEBR,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]",[634589]
Ga9 Pd2 Yb3,71,<i>Immm</i>,SM,ESFD,Point,[],[635101]
Ga9 Pt2 Tb3,71,<i>Immm</i>,TI,SEBR,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]",[658052]
Gd1 Ge1 Ir1,62,<i>Pnma</i>,SM,ES,Plane,[],[88163]
Gd1 Ge1 Mn1,62,<i>Pnma</i>,SM,ES,Plane,[],[96290]
Gd1 Ge1 Ni1,62,<i>Pnma</i>,trivial,LCEBR,None,[],[635764]
Gd1 Ge1 Pd2,62,<i>Pnma</i>,trivial,LCEBR,None,[],[635768]
Gd1 Ge1 Pt1,62,<i>Pnma</i>,trivial,LCEBR,None,[],[635773]
Gd1 Ge1 Rh1,62,<i>Pnma</i>,SM,ES,Plane,[],[85992]
Gd1 Ge1 Ru1,62,<i>Pnma</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]","[85936, 419793]"
Gd1 Ge1 Sc1,139,<i>I</i>4/<i>mmm</i>,SM,ES,Line,[],"[90247, 154844]"
Gd1 Ge1 Ti1,129,<i>P</i>4/<i>nmm</i>,trivial,LCEBR,None,[],"[85905, 88171, 88966, 90210]"
Gd1 Ge1 Ti1,139,<i>I</i>4/<i>mmm</i>,TI,SEBR,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 13, 'name': 'z8', 'htmlName': 'Z<sub>8</sub>', 'nbrValues': 8, 'value': 2}]","[88172, 88965, 90209, 90392, 96283, 154852]"
Gd1 Ge1 Zn1,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}, {'id': 7, 'name': 'z6m0', 'htmlName': 'Z<sub>6m0</sub>', 'nbrValues': 6, 'value': 2}, {'id': 11, 'name': 'z12prime', 'htmlName': ""Z<sub>12</sub>'"", 'nbrValues': 12, 'value': 2}]",[163344]
Gd1 Ge2 Mn2,139,<i>I</i>4/<i>mmm</i>,TI,SEBR,None,"[{'id': 1, 'name': 'z2', 'htmlName': 'Z<sub>2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 13, 'name': 'z8', 'htmlName': 'Z<sub>8</sub>', 'nbrValues': 8, 'value': 1}]","[53609, 635751, 635755]"
Gd1 Ge2 Ni2,139,<i>I</i>4/<i>mmm</i>,SM,ES,Line,[],[635762]
Gd1 Ge2 Pd2,139,<i>I</i>4/<i>mmm</i>,SM,ES,Line,[],"[52771, 53610]"
Gd1 Ge2 Pt2,139,<i>I</i>4/<i>mmm</i>,trivial,LCEBR,None,[],[53611]
Gd1 Ge2 Pt2,4,<i>P</i>2<sub>1</sub>,trivial,LCEBR,None,[],[635774]
Gd1 Ge2 Rh2,139,<i>I</i>4/<i>mmm</i>,TI,SEBR,None,"[{'id': 1, 'name': 'z2', 'htmlName': 'Z<sub>2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}, {'id': 13, 'name': 'z8', 'htmlName': 'Z<sub>8</sub>', 'nbrValues': 8, 'value': 1}]",[635780]
Gd1 Ge2 Ru2,139,<i>I</i>4/<i>mmm</i>,SM,ES,Line,[],[635784]
Gd1 Ge3 Ni1,65,<i>Cmmm</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]",[600214]
Gd1 Ge4 Rh6,187,<i>P</i>-6<i>m</i>2,SM,ES,Plane,[],[426485]
Gd1 Ge6 Mn6,191,<i>P</i>6/<i>mmm</i>,SM,ES,Line,[],"[604255, 656758]"
Gd1 Hg1 Pd1,189,<i>P</i>-62<i>m</i>,TI,SEBR,None,"[{'id': 3, 'name': 'z3mpi', 'htmlName': 'Z<sub>3m&pi;</sub>', 'nbrValues': 3, 'value': 2}, {'id': 10, 'name': 'z3m0', 'htmlName': 'Z<sub>3m0</sub>', 'nbrValues': 3, 'value': 2}]",[657954]
Gd1 In1 Ir1,189,<i>P</i>-62<i>m</i>,SM,ES,Line,[],[414478]
Gd1 In1 Ni1,189,<i>P</i>-62<i>m</i>,SM,ESFD,Point,[],"[55841, 187883, 635836]"
Gd1 In1 Pd1,189,<i>P</i>-62<i>m</i>,SM,ESFD,Point,[],"[415506, 635838]"
Gd1 In1 Pd2,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],[104054]
Gd1 In1 Pt1,189,<i>P</i>-62<i>m</i>,SM,ESFD,Point,[],[104055]
Gd1 In1 Pt2,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ESFD,Point,[],"[420009, 635843]"
Gd1 In1 Pt4,216,<i>F</i>-43<i>m</i>,SM,ESFD,Point,[],[635842]
Gd1 In1 Rh1,189,<i>P</i>-62<i>m</i>,SM,ES,Line,[],[104056]
Gd1 In1 Zn1,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ESFD,Point,[],[635852]
Gd1 In2 Ni1,63,<i>Cmcm</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]",[635832]
Gd1 In2 Ni9,127,<i>P</i>4/<i>mbm</i>,SM,ES,Line,[],[600169]
Gd1 In2 Rh1,63,<i>Cmcm</i>,SM,ESFD,Point,[],[411392]
Gd1 Ir1 Si3,107,<i>I</i>4<i>mm</i>,SM,ESFD,Point,[],[635872]
Gd1 Ir2 Si2,129,<i>P</i>4/<i>nmm</i>,TI,NLC,None,"[{'id': 1, 'name': 'z2', 'htmlName': 'Z<sub>2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]",[635877]
Gd1 Ir2 Si2,139,<i>I</i>4/<i>mmm</i>,trivial,LCEBR,None,[],"[635869, 635873, 635874]"
Gd1 Li1 Se2,166,<i>R</i>-3<i>m</i>,SM,ESFD,Point,[],[44961]
Gd1 Li1 Sn2,63,<i>Cmcm</i>,SM,ESFD,Point,[],[635901]
Gd1 Mg1 Pb1,139,<i>I</i>4/<i>mmm</i>,TI,SEBR,None,"[{'id': 1, 'name': 'z2', 'htmlName': 'Z<sub>2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 13, 'name': 'z8', 'htmlName': 'Z<sub>8</sub>', 'nbrValues': 8, 'value': 7}]",[252240]
Gd1 Mg1 Pd1,189,<i>P</i>-62<i>m</i>,SM,ES,Line,[],"[412441, 657928]"
Gd1 Mg1 Pt1,189,<i>P</i>-62<i>m</i>,SM,ES,Line,[],[412443]
Gd1 Mg1 Sn1,139,<i>I</i>4/<i>mmm</i>,TI,SEBR,None,"[{'id': 1, 'name': 'z2', 'htmlName': 'Z<sub>2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 13, 'name': 'z8', 'htmlName': 'Z<sub>8</sub>', 'nbrValues': 8, 'value': 7}]",[252239]
Gd1 Mg2 Ni9,166,<i>R</i>-3<i>m</i>,TI,SEBR,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]",[55619]
Gd1 Mn1 Si1,129,<i>P</i>4/<i>nmm</i>,SM,ESFD,Point,[],"[85852, 88277, 635977, 635979]"
Gd1 Mn2 Si2,139,<i>I</i>4/<i>mmm</i>,TI,SEBR,None,"[{'id': 1, 'name': 'z2', 'htmlName': 'Z<sub>2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 13, 'name': 'z8', 'htmlName': 'Z<sub>8</sub>', 'nbrValues': 8, 'value': 5}]",[635976]
Gd1 Mn2 Si2,139,<i>I</i>4/<i>mmm</i>,SM,ES,Line,[],"[54947, 89556, 635971, 635974]"
Gd1 Mo6 Se8,148,<i>R</i>-3,trivial,LCEBR,None,[],[635985]
Gd1 Na1 Se2,166,<i>R</i>-3<i>m</i>,SM,ESFD,Point,[],[636002]
Gd1 Ni1 Sb1,216,<i>F</i>-43<i>m</i>,SM,ESFD,Point,[],[636074]
Gd1 Ni1 Sb2,129,<i>P</i>4/<i>nmm</i>,TI,NLC,None,"[{'id': 1, 'name': 'z2', 'htmlName': 'Z<sub>2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}]",[658213]
Gd1 Ni1 Si2,63,<i>Cmcm</i>,TI,SEBR,None,"[{'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]","[601070, 658587]"
Gd1 Ni1 Si3,38,<i>Amm</i>2,trivial,LCEBR,None,[],[601069]
Gd1 Ni1 Si3,65,<i>Cmmm</i>,trivial,LCEBR,None,[],[196505]
Gd1 Ni1 Sn1,62,<i>Pnma</i>,trivial,LCEBR,None,[],"[104098, 600634, 636086]"
Gd1 Ni1 Zn1,189,<i>P</i>-62<i>m</i>,SM,ES,Line,[],[656585]
Gd1 Ni2 Sb2,129,<i>P</i>4/<i>nmm</i>,SM,ES,Line,[],[636071]
Gd1 Ni2 Sb2,139,<i>I</i>4/<i>mmm</i>,SM,ES,Line,[],[636072]
Gd1 Ni2 Si2,139,<i>I</i>4/<i>mmm</i>,TI,SEBR,None,"[{'id': 13, 'name': 'z8', 'htmlName': 'Z<sub>8</sub>', 'nbrValues': 8, 'value': 4}]","[53619, 601068, 636076, 636079]"
Gd1 Ni2 Sn2,129,<i>P</i>4/<i>nmm</i>,TI,NLC,None,"[{'id': 1, 'name': 'z2', 'htmlName': 'Z<sub>2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}]",[603429]
Gd1 Ni4 Si1,65,<i>Cmmm</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}]",[290735]
Gd1 Os2 Si2,139,<i>I</i>4/<i>mmm</i>,SM,ES,Line,[],[636121]
Gd1 Pd1 Sb1,186,<i>P</i>6<sub>3</sub><i>mc</i>,SM,ESFD,Point,[],[415946]
Gd1 Pd1 Sb2,129,<i>P</i>4/<i>nmm</i>,SM,ES,Line,[],[658222]
Gd1 Pd1 Si1,59,<i>Pmmn</i>,TI,NLC,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}]",[408082]
Gd1 Pd1 Sn1,62,<i>Pnma</i>,trivial,LCEBR,None,[],"[104114, 428399, 636181, 657623]"
Gd1 Pd1 Tl1,189,<i>P</i>-62<i>m</i>,SM,ESFD,Point,[],[104116]
Gd1 Pd1 Zn1,189,<i>P</i>-62<i>m</i>,SM,ES,Line,[],[183339]
Gd1 Pd2 Si1,62,<i>Pnma</i>,trivial,LCEBR,None,[],[636174]
Gd1 Pd2 Si2,139,<i>I</i>4/<i>mmm</i>,SM,ES,Line,[],"[57317, 106828, 602061, 636178]"
Gd1 Pt1 Sb1,216,<i>F</i>-43<i>m</i>,SM,ESFD,Point,[],"[53624, 57318]"
Gd1 Pt1 Si1,109,<i>I</i>4<sub>1</sub><i>md</i>,trivial,LCEBR,None,[],[636234]
Gd1 Pt1 Sn1,189,<i>P</i>-62<i>m</i>,TI,SEBR,None,"[{'id': 10, 'name': 'z3m0', 'htmlName': 'Z<sub>3m0</sub>', 'nbrValues': 3, 'value': 2}]",[636241]
Gd1 Pt1 Sn1,62,<i>Pnma</i>,trivial,LCEBR,None,[],[417532]
Gd1 Pt2 Si1,62,<i>Pnma</i>,trivial,LCEBR,None,[],[636233]
Gd1 Pt2 Si2,129,<i>P</i>4/<i>nmm</i>,TI,SEBR,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}]","[106758, 636235]"
Gd1 Pt2 Si2,139,<i>I</i>4/<i>mmm</i>,trivial,LCEBR,None,[],"[53625, 602025, 636238]"
Gd1 Rb1 Se2,166,<i>R</i>-3<i>m</i>,SM,ESFD,Point,[],[281072]
Gd1 Rb1 Te4,125,<i>P</i>4/<i>nbm</i>,SM,ESFD,Point,[],[391206]
Gd1 Re4 Si2,136,<i>P</i>4<sub>2</sub>/<i>mnm</i>,SM,ES,Line,[],[636249]
Gd1 Rh1 Si1,62,<i>Pnma</i>,SM,ES,Plane,[],[636273]
Gd1 Rh1 Si3,107,<i>I</i>4<i>mm</i>,SM,ESFD,Point,[],[636275]
Gd1 Rh1 Sn1,189,<i>P</i>-62<i>m</i>,SM,ESFD,Point,[],"[413353, 636283]"
Gd1 Rh1 Zn1,62,<i>Pnma</i>,SM,ES,Plane,[],[419895]
Gd1 Rh3 Si2,191,<i>P</i>6/<i>mmm</i>,SM,ESFD,Point,[],[53627]
Gd1 Ru1 Si1,129,<i>P</i>4/<i>nmm</i>,TI,NLC,None,"[{'id': 1, 'name': 'z2', 'htmlName': 'Z<sub>2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]",[41255]
Gd1 Ru2 Si2,139,<i>I</i>4/<i>mmm</i>,SM,ES,Line,[],"[57320, 636304, 636306]"
Gd1 Ru4 Sn6,121,<i>I</i>-42<i>m</i>,trivial,LCEBR,None,[],[410808]
Gd1 Sb1 Sc1,129,<i>P</i>4/<i>nmm</i>,SM,ES,Line,[],[290843]
Gd1 Sb1 Zr1,139,<i>I</i>4/<i>mmm</i>,TI,SEBR,None,"[{'id': 1, 'name': 'z2', 'htmlName': 'Z<sub>2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}, {'id': 13, 'name': 'z8', 'htmlName': 'Z<sub>8</sub>', 'nbrValues': 8, 'value': 1}]",[107068]
Gd1 Sc1 Si1,139,<i>I</i>4/<i>mmm</i>,SM,ES,Line,[],[182419]
Gd1 Se2 Tl1,166,<i>R</i>-3<i>m</i>,SM,ESFD,Point,[],"[106989, 636407]"
Gd1 Si1 Ti1,129,<i>P</i>4/<i>nmm</i>,trivial,LCEBR,None,[],"[88114, 88294]"
Gd1 Sn2 Zn1,129,<i>P</i>4/<i>nmm</i>,TI,NLC,None,"[{'id': 1, 'name': 'z2', 'htmlName': 'Z<sub>2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]",[183310]
Gd1 Sn4 Ti6,166,<i>R</i>-3<i>m</i>,TI,SEBR,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]",[166193]
Gd1 Te2 Tl1,166,<i>R</i>-3<i>m</i>,SM,ESFD,Point,[],[636475]
Gd1 Te6 Tl9,87,<i>I</i>4/<i>m</i>,SM,ESFD,Point,[],[427737]
Gd1 Tl1 Zn1,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ESFD,Point,[],[636493]
Gd2 Ge2 Mg1,127,<i>P</i>4/<i>mbm</i>,SM,ES,Line,[],[93403]
Gd2 Ge5 Ir3,72,<i>Ibam</i>,SM,ESFD,Point,[],[602037]
Gd2 In1 Ni2,65,<i>Cmmm</i>,SM,ESFD,Point,[],[635833]
Gd2 Mg3 Ni2,65,<i>Cmmm</i>,TI,SEBR,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]",[421933]
